species	filename	url	source_url
Pedicularis sylvatica	3171712_3568b0e93fa92534553792f2b47b496f5c20631d.jpg	https://storage.googleapis.com/floraondata/plantclef/3171712_3568b0e93fa92534553792f2b47b496f5c20631d.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3171712/3568b0e93fa92534553792f2b47b496f5c20631d.jpg
Arabis planisiliqua	5374933_ff8a468138e9b3aa0ab95fab7056faef1ec708aa.jpg	https://storage.googleapis.com/floraondata/plantclef/5374933_ff8a468138e9b3aa0ab95fab7056faef1ec708aa.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5374933/ff8a468138e9b3aa0ab95fab7056faef1ec708aa.jpg
Euonymus europaeus	3169131_993c6cf81b9aa0ff4479b4f50a7e432b4708c487.jpg	https://storage.googleapis.com/floraondata/plantclef/3169131_993c6cf81b9aa0ff4479b4f50a7e432b4708c487.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3169131/993c6cf81b9aa0ff4479b4f50a7e432b4708c487.jpg
Cruciata laevipes	5338920_b93bc98acb59d73f44d8f1a5543ea9fa6bac817b.jpg	https://storage.googleapis.com/floraondata/plantclef/5338920_b93bc98acb59d73f44d8f1a5543ea9fa6bac817b.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5338920/b93bc98acb59d73f44d8f1a5543ea9fa6bac817b.jpg
Poa bulbosa	8086756_4e9151cad52ca96892b136a9d330c627ed35e7ce.jpg	https://storage.googleapis.com/floraondata/plantclef/8086756_4e9151cad52ca96892b136a9d330c627ed35e7ce.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/8086756/4e9151cad52ca96892b136a9d330c627ed35e7ce.jpg
Malus sylvestris	3001509_009f244146edab7b1571da56c7ce24c94f49642e.jpg	https://storage.googleapis.com/floraondata/plantclef/3001509_009f244146edab7b1571da56c7ce24c94f49642e.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3001509/009f244146edab7b1571da56c7ce24c94f49642e.jpg
Erucastrum nasturtiifolium	5375555_34b636525f8c40ef73d24be24114ecf636a6c0c9.jpg	https://storage.googleapis.com/floraondata/plantclef/5375555_34b636525f8c40ef73d24be24114ecf636a6c0c9.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5375555/34b636525f8c40ef73d24be24114ecf636a6c0c9.jpg
Cryptogramma crispa	8386948_bcefa4bf761350a385a2a4b648c467cd745937fc.jpg	https://storage.googleapis.com/floraondata/plantclef/8386948_bcefa4bf761350a385a2a4b648c467cd745937fc.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/8386948/bcefa4bf761350a385a2a4b648c467cd745937fc.jpg
Quercus rubra	2880539_307b710b728e58651a795f31aa8dca43907c03eb.jpg	https://storage.googleapis.com/floraondata/plantclef/2880539_307b710b728e58651a795f31aa8dca43907c03eb.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2880539/307b710b728e58651a795f31aa8dca43907c03eb.jpg
Valeriana tuberosa	4096119_958088f61203c7ea606260827dd6ff95442fb97a.jpg	https://storage.googleapis.com/floraondata/plantclef/4096119_958088f61203c7ea606260827dd6ff95442fb97a.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/4096119/958088f61203c7ea606260827dd6ff95442fb97a.jpg
Echinops strigosus	5392672_be02772df7a72e6a86d48a5b715bc6524dde7d69.jpg	https://storage.googleapis.com/floraondata/plantclef/5392672_be02772df7a72e6a86d48a5b715bc6524dde7d69.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5392672/be02772df7a72e6a86d48a5b715bc6524dde7d69.jpg
Arenaria montana	6363863_4aa4cd0a8f38cc5173cd9f216b18bed4d69beed1.jpg	https://storage.googleapis.com/floraondata/plantclef/6363863_4aa4cd0a8f38cc5173cd9f216b18bed4d69beed1.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/6363863/4aa4cd0a8f38cc5173cd9f216b18bed4d69beed1.jpg
Lobularia maritima	5373358_f2e0f23a8a3bd8a7fe04fc84ec9f15d1f1b92515.jpg	https://storage.googleapis.com/floraondata/plantclef/5373358_f2e0f23a8a3bd8a7fe04fc84ec9f15d1f1b92515.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5373358/f2e0f23a8a3bd8a7fe04fc84ec9f15d1f1b92515.jpg
Reseda phyteuma	3040253_f59602526a23c1919df48444d5723669aa173b39.jpg	https://storage.googleapis.com/floraondata/plantclef/3040253_f59602526a23c1919df48444d5723669aa173b39.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3040253/f59602526a23c1919df48444d5723669aa173b39.jpg
Polygala serpyllifolia	3191414_1d232ba16ae260a46868a73cfe50326fc82ea6e7.jpg	https://storage.googleapis.com/floraondata/plantclef/3191414_1d232ba16ae260a46868a73cfe50326fc82ea6e7.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3191414/1d232ba16ae260a46868a73cfe50326fc82ea6e7.jpg
Elymus repens	5290299_a8aad1c339a5d48dbed296603b18be4d61cb6c67.jpg	https://storage.googleapis.com/floraondata/plantclef/5290299_a8aad1c339a5d48dbed296603b18be4d61cb6c67.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5290299/a8aad1c339a5d48dbed296603b18be4d61cb6c67.jpg
Hydrocotyle bonariensis	3034611_52460903f89cc1ede99181f385537783b040d340.jpg	https://storage.googleapis.com/floraondata/plantclef/3034611_52460903f89cc1ede99181f385537783b040d340.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3034611/52460903f89cc1ede99181f385537783b040d340.jpg
Prangos trifida	6026408_2517860a3cce3386ee9541f35b9867097d8539df.jpg	https://storage.googleapis.com/floraondata/plantclef/6026408_2517860a3cce3386ee9541f35b9867097d8539df.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/6026408/2517860a3cce3386ee9541f35b9867097d8539df.jpg
Agrimonia eupatoria	3001956_5bf2d26e3888475ebd0639b8394ab5482deefaad.jpg	https://storage.googleapis.com/floraondata/plantclef/3001956_5bf2d26e3888475ebd0639b8394ab5482deefaad.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3001956/5bf2d26e3888475ebd0639b8394ab5482deefaad.jpg
Phleum pratense	9014945_3b2d5306a5e0da0074bc442d68060d8680e9df68.jpg	https://storage.googleapis.com/floraondata/plantclef/9014945_3b2d5306a5e0da0074bc442d68060d8680e9df68.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/9014945/3b2d5306a5e0da0074bc442d68060d8680e9df68.jpg
Trifolium repens	5358748_d1fc4ace0ced209f3a9e847271dcefc9e6e9fb40.jpg	https://storage.googleapis.com/floraondata/plantclef/5358748_d1fc4ace0ced209f3a9e847271dcefc9e6e9fb40.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5358748/d1fc4ace0ced209f3a9e847271dcefc9e6e9fb40.jpg
Gamochaeta pensylvanica	3103082_b0cfc681f9502051dc1b982d3db121658ff565e7.jpg	https://storage.googleapis.com/floraondata/plantclef/3103082_b0cfc681f9502051dc1b982d3db121658ff565e7.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3103082/b0cfc681f9502051dc1b982d3db121658ff565e7.jpg
Pinguicula lusitanica	5667916_9b44401e345a86e8ee6fa972542742d9c51113a7.jpg	https://storage.googleapis.com/floraondata/plantclef/5667916_9b44401e345a86e8ee6fa972542742d9c51113a7.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5667916/9b44401e345a86e8ee6fa972542742d9c51113a7.jpg
Fumaria bastardii	7153712_0639055e02eda56fa06ce2bb05a408901ab9452e.jpg	https://storage.googleapis.com/floraondata/plantclef/7153712_0639055e02eda56fa06ce2bb05a408901ab9452e.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/7153712/0639055e02eda56fa06ce2bb05a408901ab9452e.jpg
Crassula tillaea	5362055_f4e585533222d5aa5ce249062b103db2c2e0c75e.jpg	https://storage.googleapis.com/floraondata/plantclef/5362055_f4e585533222d5aa5ce249062b103db2c2e0c75e.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5362055/f4e585533222d5aa5ce249062b103db2c2e0c75e.jpg
Hieracium amplexicaule	3136320_90a5adbc3f7a379a036ced5d7f330f1ed7cb816d.jpg	https://storage.googleapis.com/floraondata/plantclef/3136320_90a5adbc3f7a379a036ced5d7f330f1ed7cb816d.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3136320/90a5adbc3f7a379a036ced5d7f330f1ed7cb816d.jpg
Gamochaeta pensylvanica	3103082_2bfe01198442546c1011bda575f8eb9d7976de33.jpg	https://storage.googleapis.com/floraondata/plantclef/3103082_2bfe01198442546c1011bda575f8eb9d7976de33.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3103082/2bfe01198442546c1011bda575f8eb9d7976de33.jpg
Lamarckia aurea	5289762_e613a5469e17686d7716d526151795ba3eb267fe.jpg	https://storage.googleapis.com/floraondata/plantclef/5289762_e613a5469e17686d7716d526151795ba3eb267fe.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5289762/e613a5469e17686d7716d526151795ba3eb267fe.jpg
Solanum laciniatum	2930439_8c4fcf4f5dadc113937624a9626456ca6043b588.jpg	https://storage.googleapis.com/floraondata/plantclef/2930439_8c4fcf4f5dadc113937624a9626456ca6043b588.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2930439/8c4fcf4f5dadc113937624a9626456ca6043b588.jpg
Atriplex patula	3083728_c95d91cedb1c70edd8f9504f681d6a078197e72c.jpg	https://storage.googleapis.com/floraondata/plantclef/3083728_c95d91cedb1c70edd8f9504f681d6a078197e72c.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3083728/c95d91cedb1c70edd8f9504f681d6a078197e72c.jpg
Limodorum abortivum	5312179_a516f9b79362e3e8c54c3adaaf31616b09256020.jpg	https://storage.googleapis.com/floraondata/plantclef/5312179_a516f9b79362e3e8c54c3adaaf31616b09256020.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5312179/a516f9b79362e3e8c54c3adaaf31616b09256020.jpg
Anthriscus sylvestris	5371742_c6d5eb610a65ea53e36be49c841e9e777d1bbad9.jpg	https://storage.googleapis.com/floraondata/plantclef/5371742_c6d5eb610a65ea53e36be49c841e9e777d1bbad9.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5371742/c6d5eb610a65ea53e36be49c841e9e777d1bbad9.jpg
Erodium cicutarium	9485490_dd1032d580d273c59c484b2785be48037f34704a.jpg	https://storage.googleapis.com/floraondata/plantclef/9485490_dd1032d580d273c59c484b2785be48037f34704a.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/9485490/dd1032d580d273c59c484b2785be48037f34704a.jpg
Lathyrus ochrus	5356441_1d509b0ce4c42bf043edaf2f6fb3dd83e3456135.jpg	https://storage.googleapis.com/floraondata/plantclef/5356441_1d509b0ce4c42bf043edaf2f6fb3dd83e3456135.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5356441/1d509b0ce4c42bf043edaf2f6fb3dd83e3456135.jpg
Diplotaxis muralis	5376337_0ea0e3ca795458ff7eaf17e84a78c1eb02977ce3.jpg	https://storage.googleapis.com/floraondata/plantclef/5376337_0ea0e3ca795458ff7eaf17e84a78c1eb02977ce3.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5376337/0ea0e3ca795458ff7eaf17e84a78c1eb02977ce3.jpg
Cistus populifolius	7331314_abd5824b1cff6b6c417509d17f6bafec9b8669e3.jpg	https://storage.googleapis.com/floraondata/plantclef/7331314_abd5824b1cff6b6c417509d17f6bafec9b8669e3.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/7331314/abd5824b1cff6b6c417509d17f6bafec9b8669e3.jpg
Fumana procumbens	7331288_ea7a3f4b2c15ec8940c7270e316aa3268c2ea961.jpg	https://storage.googleapis.com/floraondata/plantclef/7331288_ea7a3f4b2c15ec8940c7270e316aa3268c2ea961.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/7331288/ea7a3f4b2c15ec8940c7270e316aa3268c2ea961.jpg
Corema album	8053367_f5a6397f7c8b27527f1c5a9d895eae1931420fdd.jpg	https://storage.googleapis.com/floraondata/plantclef/8053367_f5a6397f7c8b27527f1c5a9d895eae1931420fdd.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/8053367/f5a6397f7c8b27527f1c5a9d895eae1931420fdd.jpg
Sedum anglicum	5687974_b925bc68a25f3078f329a5fbe5e2b60ec2779b4a.jpg	https://storage.googleapis.com/floraondata/plantclef/5687974_b925bc68a25f3078f329a5fbe5e2b60ec2779b4a.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5687974/b925bc68a25f3078f329a5fbe5e2b60ec2779b4a.jpg
Aegilops geniculata	5289781_060dfdaa8d41a1c68660a98e27ac3c7e774809b4.jpg	https://storage.googleapis.com/floraondata/plantclef/5289781_060dfdaa8d41a1c68660a98e27ac3c7e774809b4.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5289781/060dfdaa8d41a1c68660a98e27ac3c7e774809b4.jpg
Phlomis purpurea	7307046_1b06564be9c7c3061cf17027f18da9dde00f940a.jpg	https://storage.googleapis.com/floraondata/plantclef/7307046_1b06564be9c7c3061cf17027f18da9dde00f940a.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/7307046/1b06564be9c7c3061cf17027f18da9dde00f940a.jpg
Scrophularia frutescens	8132017_ed07c0faa72af02d6f2b02dc822e4a55172fd53d.jpg	https://storage.googleapis.com/floraondata/plantclef/8132017_ed07c0faa72af02d6f2b02dc822e4a55172fd53d.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/8132017/ed07c0faa72af02d6f2b02dc822e4a55172fd53d.jpg
Juncus tenuis	2702084_098c273333585c22983153234376c95d4b9e9c77.jpg	https://storage.googleapis.com/floraondata/plantclef/2702084_098c273333585c22983153234376c95d4b9e9c77.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2702084/098c273333585c22983153234376c95d4b9e9c77.jpg
Poa infirma	2704194_f575775d3dbbd5f1599aa1c162a44cfd121d2516.jpg	https://storage.googleapis.com/floraondata/plantclef/2704194_f575775d3dbbd5f1599aa1c162a44cfd121d2516.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2704194/f575775d3dbbd5f1599aa1c162a44cfd121d2516.jpg
Lobelia erinus	5408087_5fa64f550fcaccddf685f03d3b14cfc9a57deb6f.jpg	https://storage.googleapis.com/floraondata/plantclef/5408087_5fa64f550fcaccddf685f03d3b14cfc9a57deb6f.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5408087/5fa64f550fcaccddf685f03d3b14cfc9a57deb6f.jpg
Soliva sessilis	3092691_e0279dff41bb7eb6138061870711286a9e87b558.jpg	https://storage.googleapis.com/floraondata/plantclef/3092691_e0279dff41bb7eb6138061870711286a9e87b558.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3092691/e0279dff41bb7eb6138061870711286a9e87b558.jpg
Iris foetidissima	5298765_d7c6ca6d48b876c5dbf48a4d9af7b4608b749dd9.jpg	https://storage.googleapis.com/floraondata/plantclef/5298765_d7c6ca6d48b876c5dbf48a4d9af7b4608b749dd9.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5298765/d7c6ca6d48b876c5dbf48a4d9af7b4608b749dd9.jpg
Urospermum picroides	3096624_251d97e4fa91e67e6b13818aa23661911df2211b.jpg	https://storage.googleapis.com/floraondata/plantclef/3096624_251d97e4fa91e67e6b13818aa23661911df2211b.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3096624/251d97e4fa91e67e6b13818aa23661911df2211b.jpg
Asphodelus fistulosus	2778437_2a058b716691e602e673d24d6893bcae1754cbdf.jpg	https://storage.googleapis.com/floraondata/plantclef/2778437_2a058b716691e602e673d24d6893bcae1754cbdf.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2778437/2a058b716691e602e673d24d6893bcae1754cbdf.jpg
Diplotaxis tenuifolia	5376426_b8ac9a6f02fa73ca4c4f991416362e8ecb2b2ace.jpg	https://storage.googleapis.com/floraondata/plantclef/5376426_b8ac9a6f02fa73ca4c4f991416362e8ecb2b2ace.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5376426/b8ac9a6f02fa73ca4c4f991416362e8ecb2b2ace.jpg
Oxalis articulata	2891664_f0b68f35b8daa584dc43b1809dd2d0150ee866ee.jpg	https://storage.googleapis.com/floraondata/plantclef/2891664_f0b68f35b8daa584dc43b1809dd2d0150ee866ee.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2891664/f0b68f35b8daa584dc43b1809dd2d0150ee866ee.jpg
Lagurus ovatus	5290177_bc0cd856e2b4c2f9aaf145fc18abcb00eda36b7b.jpg	https://storage.googleapis.com/floraondata/plantclef/5290177_bc0cd856e2b4c2f9aaf145fc18abcb00eda36b7b.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5290177/bc0cd856e2b4c2f9aaf145fc18abcb00eda36b7b.jpg
Fritillaria lusitanica	5300414_a9a4723161191ce29ea349dfdfa5d0d0f9af2543.jpg	https://storage.googleapis.com/floraondata/plantclef/5300414_a9a4723161191ce29ea349dfdfa5d0d0f9af2543.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5300414/a9a4723161191ce29ea349dfdfa5d0d0f9af2543.jpg
Plantago coronopus	3189739_fdd142d01400bd68f319d192a8904103133ef499.jpg	https://storage.googleapis.com/floraondata/plantclef/3189739_fdd142d01400bd68f319d192a8904103133ef499.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3189739/fdd142d01400bd68f319d192a8904103133ef499.jpg
Lamium amplexicaule	2926679_d6c4c75d8a47fe08c3cb807aa03c8cf9c4e0dbb1.jpg	https://storage.googleapis.com/floraondata/plantclef/2926679_d6c4c75d8a47fe08c3cb807aa03c8cf9c4e0dbb1.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2926679/d6c4c75d8a47fe08c3cb807aa03c8cf9c4e0dbb1.jpg
Coronilla minima	5348647_c445ab2bf0e3f33e4ce399f0eaffa67a0cd8d5e1.jpg	https://storage.googleapis.com/floraondata/plantclef/5348647_c445ab2bf0e3f33e4ce399f0eaffa67a0cd8d5e1.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5348647/c445ab2bf0e3f33e4ce399f0eaffa67a0cd8d5e1.jpg
Stipa tenacissima	2704468_4ccba171ed91a485506f3af0c46124526dfb7af5.jpg	https://storage.googleapis.com/floraondata/plantclef/2704468_4ccba171ed91a485506f3af0c46124526dfb7af5.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2704468/4ccba171ed91a485506f3af0c46124526dfb7af5.jpg
Kickxia lanigera	7663935_7a37521928f35a815d2fca9096b92e3665d2d751.jpg	https://storage.googleapis.com/floraondata/plantclef/7663935_7a37521928f35a815d2fca9096b92e3665d2d751.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/7663935/7a37521928f35a815d2fca9096b92e3665d2d751.jpg
Vicia parviflora	2974776_623e657c6a771aecd3153d86090c33f4447e59f9.jpg	https://storage.googleapis.com/floraondata/plantclef/2974776_623e657c6a771aecd3153d86090c33f4447e59f9.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2974776/623e657c6a771aecd3153d86090c33f4447e59f9.jpg
Cephalanthera rubra	2795845_45701d40f5b6100f35fcf90a9fa021ceaa177ac1.jpg	https://storage.googleapis.com/floraondata/plantclef/2795845_45701d40f5b6100f35fcf90a9fa021ceaa177ac1.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2795845/45701d40f5b6100f35fcf90a9fa021ceaa177ac1.jpg
Digitaria ischaemum	5290003_0bc5cf86d1b375cd7483588adae19ff33e781a27.jpg	https://storage.googleapis.com/floraondata/plantclef/5290003_0bc5cf86d1b375cd7483588adae19ff33e781a27.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5290003/0bc5cf86d1b375cd7483588adae19ff33e781a27.jpg
Elymus athericus	8766300_28c464c1e2fb6096ab8813679cda6618f7f6ebfe.jpg	https://storage.googleapis.com/floraondata/plantclef/8766300_28c464c1e2fb6096ab8813679cda6618f7f6ebfe.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/8766300/28c464c1e2fb6096ab8813679cda6618f7f6ebfe.jpg
Alkanna tinctoria	5341257_8cc419c15325fc6efa71605a333a3e68bc13caee.jpg	https://storage.googleapis.com/floraondata/plantclef/5341257_8cc419c15325fc6efa71605a333a3e68bc13caee.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5341257/8cc419c15325fc6efa71605a333a3e68bc13caee.jpg
Amaranthus retroflexus	6109534_801273f8ffb99881f288ce57869accbec6d08cdd.jpg	https://storage.googleapis.com/floraondata/plantclef/6109534_801273f8ffb99881f288ce57869accbec6d08cdd.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/6109534/801273f8ffb99881f288ce57869accbec6d08cdd.jpg
Camelina microcarpa	3042416_b7ef1ba5cc9843b3c3d5936fa5d2363d00b377f1.jpg	https://storage.googleapis.com/floraondata/plantclef/3042416_b7ef1ba5cc9843b3c3d5936fa5d2363d00b377f1.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3042416/b7ef1ba5cc9843b3c3d5936fa5d2363d00b377f1.jpg
Cistus monspeliensis	2874030_11cdc79276e40b266c530723802c8b06a2c1dc55.jpg	https://storage.googleapis.com/floraondata/plantclef/2874030_11cdc79276e40b266c530723802c8b06a2c1dc55.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2874030/11cdc79276e40b266c530723802c8b06a2c1dc55.jpg
Orobanche gracilis	7750780_4127ed4fe953383bbc6ec8ba8675b63a72ea40b7.jpg	https://storage.googleapis.com/floraondata/plantclef/7750780_4127ed4fe953383bbc6ec8ba8675b63a72ea40b7.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/7750780/4127ed4fe953383bbc6ec8ba8675b63a72ea40b7.jpg
Poa angustifolia	4128839_abeea6a191cb666b07962f086f3cc1cbc795c290.jpg	https://storage.googleapis.com/floraondata/plantclef/4128839_abeea6a191cb666b07962f086f3cc1cbc795c290.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/4128839/abeea6a191cb666b07962f086f3cc1cbc795c290.jpg
Allium roseum	2855893_58294f6dafb04c071aff0c04d46550ea8532f048.jpg	https://storage.googleapis.com/floraondata/plantclef/2855893_58294f6dafb04c071aff0c04d46550ea8532f048.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2855893/58294f6dafb04c071aff0c04d46550ea8532f048.jpg
Carduncellus caeruleus	3138287_8043f96c2988ef7cc12c3405fd23b66befd5864b.jpg	https://storage.googleapis.com/floraondata/plantclef/3138287_8043f96c2988ef7cc12c3405fd23b66befd5864b.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3138287/8043f96c2988ef7cc12c3405fd23b66befd5864b.jpg
Davallia canariensis	4204692_652b6d47def37f6f42aa2ea52a782681e40e4d58.jpg	https://storage.googleapis.com/floraondata/plantclef/4204692_652b6d47def37f6f42aa2ea52a782681e40e4d58.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/4204692/652b6d47def37f6f42aa2ea52a782681e40e4d58.jpg
Solanum dulcamara	2932737_a6ec19501ab9a30d1f654b941d96b48a3a8fb204.jpg	https://storage.googleapis.com/floraondata/plantclef/2932737_a6ec19501ab9a30d1f654b941d96b48a3a8fb204.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2932737/a6ec19501ab9a30d1f654b941d96b48a3a8fb204.jpg
Trifolium ochroleucon	5359209_79a1f64b6bc9ed897e6b5a182a72684b741e3568.jpg	https://storage.googleapis.com/floraondata/plantclef/5359209_79a1f64b6bc9ed897e6b5a182a72684b741e3568.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5359209/79a1f64b6bc9ed897e6b5a182a72684b741e3568.jpg
Pancratium maritimum	2853283_0ec8906d71bd02cf34f25db09ede1ab8a4fbf2c6.jpg	https://storage.googleapis.com/floraondata/plantclef/2853283_0ec8906d71bd02cf34f25db09ede1ab8a4fbf2c6.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2853283/0ec8906d71bd02cf34f25db09ede1ab8a4fbf2c6.jpg
Erodium laciniatum	2891619_ce7c8fe5963a09c3e06582c05c071a3c2f8dbdb9.jpg	https://storage.googleapis.com/floraondata/plantclef/2891619_ce7c8fe5963a09c3e06582c05c071a3c2f8dbdb9.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2891619/ce7c8fe5963a09c3e06582c05c071a3c2f8dbdb9.jpg
Orobanche minor	3173271_8e955baa2649bb2841dc447fd05a704b12f86db6.jpg	https://storage.googleapis.com/floraondata/plantclef/3173271_8e955baa2649bb2841dc447fd05a704b12f86db6.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3173271/8e955baa2649bb2841dc447fd05a704b12f86db6.jpg
Catapodium rigidum	2705228_592b7ec9cbe9d8a6b44d9601510b3648b7f26c84.jpg	https://storage.googleapis.com/floraondata/plantclef/2705228_592b7ec9cbe9d8a6b44d9601510b3648b7f26c84.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2705228/592b7ec9cbe9d8a6b44d9601510b3648b7f26c84.jpg
Erophaca baetica	2954221_2436c102c3dd2f7641ca5975fbf3019e70e7590e.jpg	https://storage.googleapis.com/floraondata/plantclef/2954221_2436c102c3dd2f7641ca5975fbf3019e70e7590e.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2954221/2436c102c3dd2f7641ca5975fbf3019e70e7590e.jpg
Veronica montana	8328247_fb03bf93d9b8e83859929fc541e1f0275b3ce3b4.jpg	https://storage.googleapis.com/floraondata/plantclef/8328247_fb03bf93d9b8e83859929fc541e1f0275b3ce3b4.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/8328247/fb03bf93d9b8e83859929fc541e1f0275b3ce3b4.jpg
