species	filename	url	source_url
Chaenorhinum origanifolium	Chaenorhinum_origanifolium_001.JPG	https://storage.googleapis.com/floraondata/wikipedia/Chaenorhinum_origanifolium_001.JPG	https://upload.wikimedia.org/wikipedia/commons/1/11/Chaenorhinum_origanifolium_001.JPG
Chamaecyparis lawsoniana	Chamaecyparis_lawsoniana_Dorena1.jpg	https://storage.googleapis.com/floraondata/wikipedia/Chamaecyparis_lawsoniana_Dorena1.jpg	https://upload.wikimedia.org/wikipedia/commons/e/e0/Chamaecyparis_lawsoniana_Dorena1.jpg
Chamaerops humilis	Chamaerops_humilis_%28Zingaro%29015.jpg	https://storage.googleapis.com/floraondata/wikipedia/Chamaerops_humilis_%28Zingaro%29015.jpg	https://upload.wikimedia.org/wikipedia/commons/3/32/Chamaerops_humilis_%28Zingaro%29015.jpg
Cheirolophus sempervirens	Cheirolophus_crassifolius_flower.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cheirolophus_crassifolius_flower.jpg	https://upload.wikimedia.org/wikipedia/commons/d/dd/Cheirolophus_crassifolius_flower.jpg
Chenopodium album	Melganzenvoet_bloeiwijze_Chenopodium_album.jpg	https://storage.googleapis.com/floraondata/wikipedia/Melganzenvoet_bloeiwijze_Chenopodium_album.jpg	https://upload.wikimedia.org/wikipedia/commons/b/b7/Melganzenvoet_bloeiwijze_Chenopodium_album.jpg
Chenopodium opulifolium	Chenopodium_opulifolium_sl90.jpg	https://storage.googleapis.com/floraondata/wikipedia/Chenopodium_opulifolium_sl90.jpg	https://upload.wikimedia.org/wikipedia/commons/6/69/Chenopodium_opulifolium_sl90.jpg
Chondrilla juncea	Chondrilla_juncea2.jpg	https://storage.googleapis.com/floraondata/wikipedia/Chondrilla_juncea2.jpg	https://upload.wikimedia.org/wikipedia/commons/4/41/Chondrilla_juncea2.jpg
Chrozophora tinctoria	ChrozophoraTinctoria.JPG	https://storage.googleapis.com/floraondata/wikipedia/ChrozophoraTinctoria.JPG	https://upload.wikimedia.org/wikipedia/commons/0/0a/ChrozophoraTinctoria.JPG
Chrysosplenium oppositifolium	Chryso_opp_NN_RT_2.JPG	https://storage.googleapis.com/floraondata/wikipedia/Chryso_opp_NN_RT_2.JPG	https://upload.wikimedia.org/wikipedia/commons/9/95/Chryso_opp_NN_RT_2.JPG
Cicendia filiformis	Cicendia_filiformis_%28detail%29.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cicendia_filiformis_%28detail%29.jpg	https://upload.wikimedia.org/wikipedia/commons/2/24/Cicendia_filiformis_%28detail%29.jpg
Cirsium arvense	Cirsium_arvense_with_Bees_Richard_Bartz.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cirsium_arvense_with_Bees_Richard_Bartz.jpg	https://upload.wikimedia.org/wikipedia/commons/1/1f/Cirsium_arvense_with_Bees_Richard_Bartz.jpg
Cirsium palustre	Cirsium_palustre_inflorescence_-_Niitv%C3%A4lja.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cirsium_palustre_inflorescence_-_Niitv%C3%A4lja.jpg	https://upload.wikimedia.org/wikipedia/commons/3/37/Cirsium_palustre_inflorescence_-_Niitv%C3%A4lja.jpg
Cirsium vulgare	20160729Cirsium_vulgare5.jpg	https://storage.googleapis.com/floraondata/wikipedia/20160729Cirsium_vulgare5.jpg	https://upload.wikimedia.org/wikipedia/commons/9/99/20160729Cirsium_vulgare5.jpg
Cistanche phelypaea	CistanchePhelypaea.jpg	https://storage.googleapis.com/floraondata/wikipedia/CistanchePhelypaea.jpg	https://upload.wikimedia.org/wikipedia/commons/d/df/CistanchePhelypaea.jpg
Cistus albidus	CISTUS_ALBIDUS_-_AGUDA_-_IB-614_%28Estepa_blanca%29.JPG	https://storage.googleapis.com/floraondata/wikipedia/CISTUS_ALBIDUS_-_AGUDA_-_IB-614_%28Estepa_blanca%29.JPG	https://upload.wikimedia.org/wikipedia/commons/9/90/CISTUS_ALBIDUS_-_AGUDA_-_IB-614_%28Estepa_blanca%29.JPG
Cistus crispus	Cistus_May_2014-11.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cistus_May_2014-11.jpg	https://upload.wikimedia.org/wikipedia/commons/9/9a/Cistus_May_2014-11.jpg
Cistus ladanifer	Cistus_April_2017-2.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cistus_April_2017-2.jpg	https://upload.wikimedia.org/wikipedia/commons/d/d8/Cistus_April_2017-2.jpg
Cistus laurifolius	Cistus_laurifolius2LEST.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cistus_laurifolius2LEST.jpg	https://upload.wikimedia.org/wikipedia/commons/a/ac/Cistus_laurifolius2LEST.jpg
Cistus monspeliensis	Cistus_May_2014-3.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cistus_May_2014-3.jpg	https://upload.wikimedia.org/wikipedia/commons/3/38/Cistus_May_2014-3.jpg
Cistus populifolius	Cistus_May_2014-7.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cistus_May_2014-7.jpg	https://upload.wikimedia.org/wikipedia/commons/d/da/Cistus_May_2014-7.jpg
Cistus salviifolius	Cistus_April_2008-1.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cistus_April_2008-1.jpg	https://upload.wikimedia.org/wikipedia/commons/0/0b/Cistus_April_2008-1.jpg
Cladium mariscus	Cladium_mariscus.jpeg	https://storage.googleapis.com/floraondata/wikipedia/Cladium_mariscus.jpeg	https://upload.wikimedia.org/wikipedia/commons/3/37/Cladium_mariscus.jpeg
Clematis cirrhosa	Clematis_cirrhosa_Bl%C3%BCte.JPG	https://storage.googleapis.com/floraondata/wikipedia/Clematis_cirrhosa_Bl%C3%BCte.JPG	https://upload.wikimedia.org/wikipedia/commons/0/04/Clematis_cirrhosa_Bl%C3%BCte.JPG
Clematis flammula	Clematis_flamula_flor.jpg	https://storage.googleapis.com/floraondata/wikipedia/Clematis_flamula_flor.jpg	https://upload.wikimedia.org/wikipedia/commons/6/64/Clematis_flamula_flor.jpg
Clematis vitalba	Clematis-vitalba-Waldrebe%28Samenstand%29.jpg	https://storage.googleapis.com/floraondata/wikipedia/Clematis-vitalba-Waldrebe%28Samenstand%29.jpg	https://upload.wikimedia.org/wikipedia/commons/8/86/Clematis-vitalba-Waldrebe%28Samenstand%29.jpg
Cleome violacea	Cleome_%28Spider_Flower%29_in_Gavi.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cleome_%28Spider_Flower%29_in_Gavi.jpg	https://upload.wikimedia.org/wikipedia/commons/9/99/Cleome_%28Spider_Flower%29_in_Gavi.jpg
Cleonia lusitanica	Cleonia_lusitanica_EnfoquedeFrente_2010-6-15_DehesaBoyaldePuertollano.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cleonia_lusitanica_EnfoquedeFrente_2010-6-15_DehesaBoyaldePuertollano.jpg	https://upload.wikimedia.org/wikipedia/commons/a/a9/Cleonia_lusitanica_EnfoquedeFrente_2010-6-15_DehesaBoyaldePuertollano.jpg
Clinopodium vulgare	Clinopodium_vulgare_inflorescence.jpg	https://storage.googleapis.com/floraondata/wikipedia/Clinopodium_vulgare_inflorescence.jpg	https://upload.wikimedia.org/wikipedia/commons/5/54/Clinopodium_vulgare_inflorescence.jpg
Cochlearia danica	Cochlearia_danica_Crozon_060416w.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cochlearia_danica_Crozon_060416w.jpg	https://upload.wikimedia.org/wikipedia/commons/6/62/Cochlearia_danica_Crozon_060416w.jpg
Colchicum lusitanum	Colchicum_lusitanum.jpg	https://storage.googleapis.com/floraondata/wikipedia/Colchicum_lusitanum.jpg	https://upload.wikimedia.org/wikipedia/commons/7/79/Colchicum_lusitanum.jpg
Coleostephus myconis	Asteraceae_-_Coleostephus_myconis-3.JPG	https://storage.googleapis.com/floraondata/wikipedia/Asteraceae_-_Coleostephus_myconis-3.JPG	https://upload.wikimedia.org/wikipedia/commons/d/d5/Asteraceae_-_Coleostephus_myconis-3.JPG
Colocasia esculenta	Songe-R%C3%A9union.JPG	https://storage.googleapis.com/floraondata/wikipedia/Songe-R%C3%A9union.JPG	https://upload.wikimedia.org/wikipedia/commons/3/30/Songe-R%C3%A9union.JPG
Conium maculatum	Conium.jpg	https://storage.googleapis.com/floraondata/wikipedia/Conium.jpg	https://upload.wikimedia.org/wikipedia/commons/b/b2/Conium.jpg
Convolvulus althaeoides	Convolvulus_althaeoides01.jpg	https://storage.googleapis.com/floraondata/wikipedia/Convolvulus_althaeoides01.jpg	https://upload.wikimedia.org/wikipedia/commons/0/09/Convolvulus_althaeoides01.jpg
Convolvulus arvensis	Bindweed_%28Convolvulus_Arvensis%29_%283105112704%29.jpg	https://storage.googleapis.com/floraondata/wikipedia/Bindweed_%28Convolvulus_Arvensis%29_%283105112704%29.jpg	https://upload.wikimedia.org/wikipedia/commons/9/9c/Bindweed_%28Convolvulus_Arvensis%29_%283105112704%29.jpg
Convolvulus lineatus	Convolvulus_lineatus_1.JPG	https://storage.googleapis.com/floraondata/wikipedia/Convolvulus_lineatus_1.JPG	https://upload.wikimedia.org/wikipedia/commons/8/8c/Convolvulus_lineatus_1.JPG
Convolvulus siculus	Convolvulus_siculus.JPG	https://storage.googleapis.com/floraondata/wikipedia/Convolvulus_siculus.JPG	https://upload.wikimedia.org/wikipedia/commons/6/68/Convolvulus_siculus.JPG
Corema album	Corema_album_berries.jpg	https://storage.googleapis.com/floraondata/wikipedia/Corema_album_berries.jpg	https://upload.wikimedia.org/wikipedia/commons/7/76/Corema_album_berries.jpg
Coronilla juncea	Coronilla_minima8.jpg	https://storage.googleapis.com/floraondata/wikipedia/Coronilla_minima8.jpg	https://upload.wikimedia.org/wikipedia/commons/9/95/Coronilla_minima8.jpg
Coronilla minima	Coronilla_minima_2.JPG	https://storage.googleapis.com/floraondata/wikipedia/Coronilla_minima_2.JPG	https://upload.wikimedia.org/wikipedia/commons/e/e2/Coronilla_minima_2.JPG
Coronilla scorpioides	Coronilla_scorpioides_kz02.jpg	https://storage.googleapis.com/floraondata/wikipedia/Coronilla_scorpioides_kz02.jpg	https://upload.wikimedia.org/wikipedia/commons/0/0b/Coronilla_scorpioides_kz02.jpg
Corrigiola litoralis	Corrigiola_littoralis_1.jpg	https://storage.googleapis.com/floraondata/wikipedia/Corrigiola_littoralis_1.jpg	https://upload.wikimedia.org/wikipedia/commons/2/21/Corrigiola_littoralis_1.jpg
Corrigiola telephiifolia	CorrigiolaLitoralis1.jpg	https://storage.googleapis.com/floraondata/wikipedia/CorrigiolaLitoralis1.jpg	https://upload.wikimedia.org/wikipedia/commons/e/ef/CorrigiolaLitoralis1.jpg
Cortaderia selloana	Herbe_Pampa_FR_2008.jpg	https://storage.googleapis.com/floraondata/wikipedia/Herbe_Pampa_FR_2008.jpg	https://upload.wikimedia.org/wikipedia/commons/9/97/Herbe_Pampa_FR_2008.jpg
Corydalis cava	Corydalis_cava_a1.jpg	https://storage.googleapis.com/floraondata/wikipedia/Corydalis_cava_a1.jpg	https://upload.wikimedia.org/wikipedia/commons/9/92/Corydalis_cava_a1.jpg
Corynephorus canescens	Silbergras2.jpg	https://storage.googleapis.com/floraondata/wikipedia/Silbergras2.jpg	https://upload.wikimedia.org/wikipedia/commons/a/af/Silbergras2.jpg
Cosentinia vellea	Cosentinia_vellea_kz02.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cosentinia_vellea_kz02.jpg	https://upload.wikimedia.org/wikipedia/commons/7/7b/Cosentinia_vellea_kz02.jpg
Cotula australis	Cotula_australis.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cotula_australis.jpg	https://upload.wikimedia.org/wikipedia/commons/8/8b/Cotula_australis.jpg
Crambe hispanica	Crambe_Maritima_Estonia.jpg	https://storage.googleapis.com/floraondata/wikipedia/Crambe_Maritima_Estonia.jpg	https://upload.wikimedia.org/wikipedia/commons/a/ab/Crambe_Maritima_Estonia.jpg
Crassula tillaea	Crassula_tillaea.jpg	https://storage.googleapis.com/floraondata/wikipedia/Crassula_tillaea.jpg	https://upload.wikimedia.org/wikipedia/commons/f/f6/Crassula_tillaea.jpg
Crataegus monogyna	Common_hawthorn.jpg	https://storage.googleapis.com/floraondata/wikipedia/Common_hawthorn.jpg	https://upload.wikimedia.org/wikipedia/commons/c/c0/Common_hawthorn.jpg
Crepis capillaris	Crepis_capillaris_2005.07.10_09.09.34.jpg	https://storage.googleapis.com/floraondata/wikipedia/Crepis_capillaris_2005.07.10_09.09.34.jpg	https://upload.wikimedia.org/wikipedia/commons/3/3c/Crepis_capillaris_2005.07.10_09.09.34.jpg
Crepis foetida	Crepis_foetida_1.jpg	https://storage.googleapis.com/floraondata/wikipedia/Crepis_foetida_1.jpg	https://upload.wikimedia.org/wikipedia/commons/e/e4/Crepis_foetida_1.jpg
Crepis vesicaria	Crepis_taraxacifolia.jpg	https://storage.googleapis.com/floraondata/wikipedia/Crepis_taraxacifolia.jpg	https://upload.wikimedia.org/wikipedia/commons/6/69/Crepis_taraxacifolia.jpg
Crithmum maritimum	Perce-pierre.jpg	https://storage.googleapis.com/floraondata/wikipedia/Perce-pierre.jpg	https://upload.wikimedia.org/wikipedia/commons/e/ef/Perce-pierre.jpg
Crocus carpetanus	Crocus_carpetanus_in_Castro_Laboreiro_10.jpg	https://storage.googleapis.com/floraondata/wikipedia/Crocus_carpetanus_in_Castro_Laboreiro_10.jpg	https://upload.wikimedia.org/wikipedia/commons/7/78/Crocus_carpetanus_in_Castro_Laboreiro_10.jpg
Crocus serotinus	Flor_del_azafran_de_la_sierra_de_Gibalto.jpg	https://storage.googleapis.com/floraondata/wikipedia/Flor_del_azafran_de_la_sierra_de_Gibalto.jpg	https://upload.wikimedia.org/wikipedia/commons/a/a5/Flor_del_azafran_de_la_sierra_de_Gibalto.jpg
Cruciata glabra	Cruciata_glabra_kz04.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cruciata_glabra_kz04.jpg	https://upload.wikimedia.org/wikipedia/commons/2/2a/Cruciata_glabra_kz04.jpg
Cruciata laevipes	%28MHNT%29_Cruciata_laevipes_-_Inflorescence.jpg	https://storage.googleapis.com/floraondata/wikipedia/%28MHNT%29_Cruciata_laevipes_-_Inflorescence.jpg	https://upload.wikimedia.org/wikipedia/commons/d/da/%28MHNT%29_Cruciata_laevipes_-_Inflorescence.jpg
Cruciata pedemontana	Cruciata_pedemontana_RF.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cruciata_pedemontana_RF.jpg	https://upload.wikimedia.org/wikipedia/commons/9/93/Cruciata_pedemontana_RF.jpg
Crupina vulgaris	Crupina_vulgaris_3.jpg	https://storage.googleapis.com/floraondata/wikipedia/Crupina_vulgaris_3.jpg	https://upload.wikimedia.org/wikipedia/commons/9/90/Crupina_vulgaris_3.jpg
Cryptogramma crispa	Cryptogramma_crispa.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cryptogramma_crispa.jpg	https://upload.wikimedia.org/wikipedia/commons/1/1f/Cryptogramma_crispa.jpg
Cuscuta epithymum	Cuscuta_epithymum1.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cuscuta_epithymum1.jpg	https://upload.wikimedia.org/wikipedia/commons/2/28/Cuscuta_epithymum1.jpg
Cymbalaria muralis	Ivy-leaved_Toadflax.JPG	https://storage.googleapis.com/floraondata/wikipedia/Ivy-leaved_Toadflax.JPG	https://upload.wikimedia.org/wikipedia/en/4/46/Ivy-leaved_Toadflax.JPG
Cymodocea nodosa	Cymodocea_nodosa.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cymodocea_nodosa.jpg	https://upload.wikimedia.org/wikipedia/commons/7/78/Cymodocea_nodosa.jpg
Cynanchum acutum	C._acutum-3.jpg	https://storage.googleapis.com/floraondata/wikipedia/C._acutum-3.jpg	https://upload.wikimedia.org/wikipedia/commons/e/e5/C._acutum-3.jpg
Cynara cardunculus	Costa_Vicentina_4.jpg	https://storage.googleapis.com/floraondata/wikipedia/Costa_Vicentina_4.jpg	https://upload.wikimedia.org/wikipedia/commons/7/70/Costa_Vicentina_4.jpg
Cynara humilis	Cynara_humilis_%2814225491129%29.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cynara_humilis_%2814225491129%29.jpg	https://upload.wikimedia.org/wikipedia/commons/f/ff/Cynara_humilis_%2814225491129%29.jpg
Cynodon dactylon	Cynodon_dactylon_2.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cynodon_dactylon_2.jpg	https://upload.wikimedia.org/wikipedia/commons/6/62/Cynodon_dactylon_2.jpg
Cynoglossum clandestinum	CynoglossumOfficinale-bloem-kl.jpg	https://storage.googleapis.com/floraondata/wikipedia/CynoglossumOfficinale-bloem-kl.jpg	https://upload.wikimedia.org/wikipedia/commons/e/ee/CynoglossumOfficinale-bloem-kl.jpg
Cynoglossum creticum	4445-Cynoglossum_creticum-5.06.jpg	https://storage.googleapis.com/floraondata/wikipedia/4445-Cynoglossum_creticum-5.06.jpg	https://upload.wikimedia.org/wikipedia/commons/6/62/4445-Cynoglossum_creticum-5.06.jpg
Cynomorium coccineum	Cynomorium_coccineum_2.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cynomorium_coccineum_2.jpg	https://upload.wikimedia.org/wikipedia/commons/6/63/Cynomorium_coccineum_2.jpg
Cynosurus cristatus	Kamgras_%28Cynosurus_cristatus%29.jpg	https://storage.googleapis.com/floraondata/wikipedia/Kamgras_%28Cynosurus_cristatus%29.jpg	https://upload.wikimedia.org/wikipedia/commons/6/6c/Kamgras_%28Cynosurus_cristatus%29.jpg
Cynosurus echinatus	Cynosurus_echinatus.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cynosurus_echinatus.jpg	https://upload.wikimedia.org/wikipedia/commons/b/b3/Cynosurus_echinatus.jpg
Cyperus capitatus	Cyperus_capitatus_Sousse_2009.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cyperus_capitatus_Sousse_2009.jpg	https://upload.wikimedia.org/wikipedia/commons/b/bd/Cyperus_capitatus_Sousse_2009.jpg
Cyperus eragrostis	Cyperus_eragrostis_goldengatepark.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cyperus_eragrostis_goldengatepark.jpg	https://upload.wikimedia.org/wikipedia/commons/8/8f/Cyperus_eragrostis_goldengatepark.jpg
Cyperus fuscus	Cyperus_Fuscus_crop.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cyperus_Fuscus_crop.jpg	https://upload.wikimedia.org/wikipedia/commons/c/c5/Cyperus_Fuscus_crop.jpg
Cyperus rotundus	Nutgrass_Cyperus_rotundus02.jpg	https://storage.googleapis.com/floraondata/wikipedia/Nutgrass_Cyperus_rotundus02.jpg	https://upload.wikimedia.org/wikipedia/commons/a/ac/Nutgrass_Cyperus_rotundus02.jpg
Cystopteris fragilis	Cystopteris_fragilis_3.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cystopteris_fragilis_3.jpg	https://upload.wikimedia.org/wikipedia/commons/4/4d/Cystopteris_fragilis_3.jpg
Cytinus hypocistis	Cytinus_hypocistis.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cytinus_hypocistis.jpg	https://upload.wikimedia.org/wikipedia/commons/5/5b/Cytinus_hypocistis.jpg
Cytinus ruber	Cytinus_ruber_%28flowers%29.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cytinus_ruber_%28flowers%29.jpg	https://upload.wikimedia.org/wikipedia/commons/5/50/Cytinus_ruber_%28flowers%29.jpg
Cytisus multiflorus	Cytisus_multiflorus.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cytisus_multiflorus.jpg	https://upload.wikimedia.org/wikipedia/commons/f/f6/Cytisus_multiflorus.jpg
Cytisus oromediterraneus	Cytisus_oromediterraneus_2601.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cytisus_oromediterraneus_2601.jpg	https://upload.wikimedia.org/wikipedia/commons/0/07/Cytisus_oromediterraneus_2601.jpg
Cytisus scoparius	Cytisus_scoparius_by_Danny_S._-_001.JPG	https://storage.googleapis.com/floraondata/wikipedia/Cytisus_scoparius_by_Danny_S._-_001.JPG	https://upload.wikimedia.org/wikipedia/commons/6/68/Cytisus_scoparius_by_Danny_S._-_001.JPG
Cytisus striatus	Cytisus_striatus_2.jpg	https://storage.googleapis.com/floraondata/wikipedia/Cytisus_striatus_2.jpg	https://upload.wikimedia.org/wikipedia/commons/c/c9/Cytisus_striatus_2.jpg
Daboecia cantabrica	Daboecia_cantabrica1373917974.jpg	https://storage.googleapis.com/floraondata/wikipedia/Daboecia_cantabrica1373917974.jpg	https://upload.wikimedia.org/wikipedia/commons/5/54/Daboecia_cantabrica1373917974.jpg
Dactylis glomerata	Dactylis_glomerata_Habitus_Valderrepisa_2012-5-31_SierraMadrona.jpg	https://storage.googleapis.com/floraondata/wikipedia/Dactylis_glomerata_Habitus_Valderrepisa_2012-5-31_SierraMadrona.jpg	https://upload.wikimedia.org/wikipedia/commons/3/36/Dactylis_glomerata_Habitus_Valderrepisa_2012-5-31_SierraMadrona.jpg
Dactylorhiza elata	Dactylorhiza_fuchsii_Mariazell_01.JPG	https://storage.googleapis.com/floraondata/wikipedia/Dactylorhiza_fuchsii_Mariazell_01.JPG	https://upload.wikimedia.org/wikipedia/commons/6/64/Dactylorhiza_fuchsii_Mariazell_01.JPG
Dactylorhiza insularis	Dactylorhiza_insularis_Orchi_014.jpg	https://storage.googleapis.com/floraondata/wikipedia/Dactylorhiza_insularis_Orchi_014.jpg	https://upload.wikimedia.org/wikipedia/commons/4/40/Dactylorhiza_insularis_Orchi_014.jpg
Dactylorhiza maculata	Dactylorhiza_maculata_LC0232.jpg	https://storage.googleapis.com/floraondata/wikipedia/Dactylorhiza_maculata_LC0232.jpg	https://upload.wikimedia.org/wikipedia/commons/6/68/Dactylorhiza_maculata_LC0232.jpg
Danthonia decumbens	Danthonia_decumbens_horst.jpeg	https://storage.googleapis.com/floraondata/wikipedia/Danthonia_decumbens_horst.jpeg	https://upload.wikimedia.org/wikipedia/commons/8/8a/Danthonia_decumbens_horst.jpeg
Daphne gnidium	Daphne_gnidium3.jpg	https://storage.googleapis.com/floraondata/wikipedia/Daphne_gnidium3.jpg	https://upload.wikimedia.org/wikipedia/commons/5/57/Daphne_gnidium3.jpg
Daphne laureola	Daphne_laureola_8703.jpg	https://storage.googleapis.com/floraondata/wikipedia/Daphne_laureola_8703.jpg	https://upload.wikimedia.org/wikipedia/commons/f/fc/Daphne_laureola_8703.jpg
Datura stramonium	Datura_stramonium_2_%282005_07_07%29.jpg	https://storage.googleapis.com/floraondata/wikipedia/Datura_stramonium_2_%282005_07_07%29.jpg	https://upload.wikimedia.org/wikipedia/commons/8/87/Datura_stramonium_2_%282005_07_07%29.jpg
Daucus carota	Daucus_carota_May_2008-1_edit.jpg	https://storage.googleapis.com/floraondata/wikipedia/Daucus_carota_May_2008-1_edit.jpg	https://upload.wikimedia.org/wikipedia/commons/2/23/Daucus_carota_May_2008-1_edit.jpg
Daucus muricatus	Daucus_carota0.jpg	https://storage.googleapis.com/floraondata/wikipedia/Daucus_carota0.jpg	https://upload.wikimedia.org/wikipedia/commons/9/98/Daucus_carota0.jpg
Davallia canariensis	Davallia_canariensis_1_ies.jpg	https://storage.googleapis.com/floraondata/wikipedia/Davallia_canariensis_1_ies.jpg	https://upload.wikimedia.org/wikipedia/commons/a/aa/Davallia_canariensis_1_ies.jpg
Delphinium gracile	Aconitum_variegatum_110807f.jpg	https://storage.googleapis.com/floraondata/wikipedia/Aconitum_variegatum_110807f.jpg	https://upload.wikimedia.org/wikipedia/commons/f/ff/Aconitum_variegatum_110807f.jpg
Deschampsia cespitosa	DeschampsiaCesp.jpg	https://storage.googleapis.com/floraondata/wikipedia/DeschampsiaCesp.jpg	https://upload.wikimedia.org/wikipedia/commons/e/e0/DeschampsiaCesp.jpg
Dianthus armeria	%28MHNT%29_Dianthus_armeria_-_Plant_habit.jpg	https://storage.googleapis.com/floraondata/wikipedia/%28MHNT%29_Dianthus_armeria_-_Plant_habit.jpg	https://upload.wikimedia.org/wikipedia/commons/7/77/%28MHNT%29_Dianthus_armeria_-_Plant_habit.jpg
Dianthus broteri	Dianthus_broteri.jpg	https://storage.googleapis.com/floraondata/wikipedia/Dianthus_broteri.jpg	https://upload.wikimedia.org/wikipedia/commons/e/e8/Dianthus_broteri.jpg
Dianthus hyssopifolius	Dianthus_caryophyllus_L_%28Clove_pink%29.JPG	https://storage.googleapis.com/floraondata/wikipedia/Dianthus_caryophyllus_L_%28Clove_pink%29.JPG	https://upload.wikimedia.org/wikipedia/commons/4/42/Dianthus_caryophyllus_L_%28Clove_pink%29.JPG
Dianthus lusitanus	Clavellina_de_rocas_-_Dianthus_lusitanus_%2814563902177%29.jpg	https://storage.googleapis.com/floraondata/wikipedia/Clavellina_de_rocas_-_Dianthus_lusitanus_%2814563902177%29.jpg	https://upload.wikimedia.org/wikipedia/commons/4/4b/Clavellina_de_rocas_-_Dianthus_lusitanus_%2814563902177%29.jpg
Digitalis purpurea	Digitalis_purpurea_LC0101.jpg	https://storage.googleapis.com/floraondata/wikipedia/Digitalis_purpurea_LC0101.jpg	https://upload.wikimedia.org/wikipedia/commons/b/ba/Digitalis_purpurea_LC0101.jpg
Digitalis thapsi	Digitalis_thapsi_01.JPG	https://storage.googleapis.com/floraondata/wikipedia/Digitalis_thapsi_01.JPG	https://upload.wikimedia.org/wikipedia/commons/5/5e/Digitalis_thapsi_01.JPG
Digitaria sanguinalis	Harig_vingergras_plant_%28Digitaria_sanguinalis%29.jpg	https://storage.googleapis.com/floraondata/wikipedia/Harig_vingergras_plant_%28Digitaria_sanguinalis%29.jpg	https://upload.wikimedia.org/wikipedia/commons/f/fa/Harig_vingergras_plant_%28Digitaria_sanguinalis%29.jpg
Dipcadi serotinum	Dipcadi_serotinum-IMG_4331.jpg	https://storage.googleapis.com/floraondata/wikipedia/Dipcadi_serotinum-IMG_4331.jpg	https://upload.wikimedia.org/wikipedia/commons/1/19/Dipcadi_serotinum-IMG_4331.jpg
Diplotaxis muralis	Kleine_zandkool_R0013711.JPG	https://storage.googleapis.com/floraondata/wikipedia/Kleine_zandkool_R0013711.JPG	https://upload.wikimedia.org/wikipedia/commons/9/91/Kleine_zandkool_R0013711.JPG
Dipsacus fullonum	Dipsacus_fullonum1.jpg	https://storage.googleapis.com/floraondata/wikipedia/Dipsacus_fullonum1.jpg	https://upload.wikimedia.org/wikipedia/commons/8/8d/Dipsacus_fullonum1.jpg
Disphyma crassifolium	Pigface_Disphyma_crassifolium_%288274152316%29.jpg	https://storage.googleapis.com/floraondata/wikipedia/Pigface_Disphyma_crassifolium_%288274152316%29.jpg	https://upload.wikimedia.org/wikipedia/commons/6/68/Pigface_Disphyma_crassifolium_%288274152316%29.jpg
Dittrichia graveolens	Dittrichia_graveolens_Habitus_20September2009_DehesaBoyaldePuertollano.jpg	https://storage.googleapis.com/floraondata/wikipedia/Dittrichia_graveolens_Habitus_20September2009_DehesaBoyaldePuertollano.jpg	https://upload.wikimedia.org/wikipedia/commons/7/78/Dittrichia_graveolens_Habitus_20September2009_DehesaBoyaldePuertollano.jpg
Dittrichia viscosa	Dittrichia_viscosa_InflorescencesCloseup2_27September2009_DehesaBoyaldePuertollano.jpg	https://storage.googleapis.com/floraondata/wikipedia/Dittrichia_viscosa_InflorescencesCloseup2_27September2009_DehesaBoyaldePuertollano.jpg	https://upload.wikimedia.org/wikipedia/commons/b/b8/Dittrichia_viscosa_InflorescencesCloseup2_27September2009_DehesaBoyaldePuertollano.jpg
Doronicum plantagineum	Doronicum_plantagineum_StG_040418B.jpg	https://storage.googleapis.com/floraondata/wikipedia/Doronicum_plantagineum_StG_040418B.jpg	https://upload.wikimedia.org/wikipedia/commons/9/9c/Doronicum_plantagineum_StG_040418B.jpg
